"age","chronicCondition","state","prevalence","gender","year"
"Less than 65 Years","Osteoporosis","Texas ",4.86,"Female","2010"
"Less than 65 Years","Osteoporosis","Utah ",3.85,"Female","2010"
"Less than 65 Years","Osteoporosis","Vermont ",2.6,"Female","2010"
"Less than 65 Years","Osteoporosis","Virgin Islands ",NA,"Female","2010"
"Less than 65 Years","Osteoporosis","Virginia ",3.48,"Female","2010"
"Less than 65 Years","Osteoporosis","Washington ",2.96,"Female","2010"
"Less than 65 Years","Osteoporosis","West Virginia ",4.03,"Female","2010"
"Less than 65 Years","Osteoporosis","Wisconsin ",3.28,"Female","2010"
"Less than 65 Years","Osteoporosis","Wyoming ",3.57,"Female","2010"
"Less than 65 Years","Osteoporosis","Unknown ",1.49,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","National ",8.04,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Alabama ",5.77,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Alaska ",8.04,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Arizona ",5.43,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Arkansas ",5.49,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","California ",9.37,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Colorado ",6.46,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Connecticut ",12.79,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Delaware ",6.7,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","District of Columbia ",13.26,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Florida ",9.02,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Georgia ",7.11,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Hawaii ",9.39,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Idaho ",7.46,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Illinois ",9.36,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Indiana ",8.15,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Iowa ",9.49,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Kansas ",8.72,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Kentucky ",5.08,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Louisiana ",7.72,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Maine ",6.11,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Maryland ",8.73,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Massachusetts ",9.66,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Michigan ",8.19,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Minnesota ",11.58,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Mississippi ",6.35,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Missouri ",8.46,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Montana ",7.47,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Nebraska ",9.62,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Nevada ",7.82,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","New Hampshire ",6.46,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","New Jersey ",9.26,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","New Mexico ",5.76,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","New York ",9.81,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","North Carolina ",6.84,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","North Dakota ",9.65,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Ohio ",9.26,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Oklahoma ",7.05,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Oregon ",6.09,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Pennsylvania ",7.45,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Puerto Rico ",2.41,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Rhode Island ",8.23,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","South Carolina ",6.37,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","South Dakota ",8.06,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Tennessee ",6.34,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Texas ",7.75,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Utah ",7.32,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Vermont ",6.54,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Virgin Islands ",3.92,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Virginia ",7.78,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Washington ",7.39,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","West Virginia ",5.12,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Wisconsin ",9.08,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Wyoming ",6.2,"Female","2010"
"Less than 65 Years","Schizophrenia/Other Psychotic Disorders","Unknown ",4.31,"Female","2010"
"Less than 65 Years","Stroke","National ",2.7,"Female","2010"
"Less than 65 Years","Stroke","Alabama ",2.89,"Female","2010"
"Less than 65 Years","Stroke","Alaska ",1.59,"Female","2010"
"Less than 65 Years","Stroke","Arizona ",2.47,"Female","2010"
"Less than 65 Years","Stroke","Arkansas ",2.72,"Female","2010"
"Less than 65 Years","Stroke","California ",2.27,"Female","2010"
"Less than 65 Years","Stroke","Colorado ",1.78,"Female","2010"
"Less than 65 Years","Stroke","Connecticut ",2.17,"Female","2010"
"Less than 65 Years","Stroke","Delaware ",3.26,"Female","2010"
"Less than 65 Years","Stroke","District of Columbia ",3.96,"Female","2010"
"Less than 65 Years","Stroke","Florida ",3.71,"Female","2010"
"Less than 65 Years","Stroke","Georgia ",3.26,"Female","2010"
"Less than 65 Years","Stroke","Hawaii ",2.73,"Female","2010"
"Less than 65 Years","Stroke","Idaho ",1.61,"Female","2010"
"Less than 65 Years","Stroke","Illinois ",2.92,"Female","2010"
"Less than 65 Years","Stroke","Indiana ",2.67,"Female","2010"
"Less than 65 Years","Stroke","Iowa ",1.64,"Female","2010"
"Less than 65 Years","Stroke","Kansas ",2.35,"Female","2010"
"Less than 65 Years","Stroke","Kentucky ",2.54,"Female","2010"
"Less than 65 Years","Stroke","Louisiana ",3.52,"Female","2010"
"Less than 65 Years","Stroke","Maine ",1.44,"Female","2010"
"Less than 65 Years","Stroke","Maryland ",3.82,"Female","2010"
"Less than 65 Years","Stroke","Massachusetts ",1.87,"Female","2010"
"Less than 65 Years","Stroke","Michigan ",3,"Female","2010"
"Less than 65 Years","Stroke","Minnesota ",1.47,"Female","2010"
"Less than 65 Years","Stroke","Mississippi ",2.85,"Female","2010"
"Less than 65 Years","Stroke","Missouri ",2.82,"Female","2010"
"Less than 65 Years","Stroke","Montana ",1.64,"Female","2010"
"Less than 65 Years","Stroke","Nebraska ",1.57,"Female","2010"
"Less than 65 Years","Stroke","Nevada ",3.39,"Female","2010"
"Less than 65 Years","Stroke","New Hampshire ",1.56,"Female","2010"
"Less than 65 Years","Stroke","New Jersey ",3.29,"Female","2010"
"Less than 65 Years","Stroke","New Mexico ",1.81,"Female","2010"
"Less than 65 Years","Stroke","New York ",2.31,"Female","2010"
"Less than 65 Years","Stroke","North Carolina ",2.74,"Female","2010"
"Less than 65 Years","Stroke","North Dakota ",1.1,"Female","2010"
"Less than 65 Years","Stroke","Ohio ",3.09,"Female","2010"
"Less than 65 Years","Stroke","Oklahoma ",2.65,"Female","2010"
"Less than 65 Years","Stroke","Oregon ",1.65,"Female","2010"
"Less than 65 Years","Stroke","Pennsylvania ",2.72,"Female","2010"
"Less than 65 Years","Stroke","Puerto Rico ",3.09,"Female","2010"
"Less than 65 Years","Stroke","Rhode Island ",1.77,"Female","2010"
"Less than 65 Years","Stroke","South Carolina ",3.08,"Female","2010"
"Less than 65 Years","Stroke","South Dakota ",1.43,"Female","2010"
"Less than 65 Years","Stroke","Tennessee ",2.97,"Female","2010"
"Less than 65 Years","Stroke","Texas ",3.52,"Female","2010"
"Less than 65 Years","Stroke","Utah ",1.76,"Female","2010"
"Less than 65 Years","Stroke","Vermont ",1.28,"Female","2010"
"Less than 65 Years","Stroke","Virgin Islands ",1.96,"Female","2010"
"Less than 65 Years","Stroke","Virginia ",2.87,"Female","2010"
"Less than 65 Years","Stroke","Washington ",1.65,"Female","2010"
"Less than 65 Years","Stroke","West Virginia ",2.17,"Female","2010"
"Less than 65 Years","Stroke","Wisconsin ",1.59,"Female","2010"
"Less than 65 Years","Stroke","Wyoming ",1.51,"Female","2010"
"Less than 65 Years","Stroke","Unknown ",1.4,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","National ",14.18,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Alabama ",15.24,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Alaska ",9.91,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Arizona ",9.43,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Arkansas ",15.38,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","California ",13.36,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Colorado ",12.43,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Connecticut ",16.41,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Delaware ",12.07,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","District of Columbia ",NA,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Florida ",14.79,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Georgia ",14.73,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Hawaii ",12.78,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Idaho ",11.24,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Illinois ",13.48,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Indiana ",13.75,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Iowa ",12.28,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Kansas ",13.8,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Kentucky ",14.19,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Louisiana ",15.28,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Maine ",12.8,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Maryland ",13.46,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Massachusetts ",15.01,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Michigan ",14.13,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Minnesota ",10.9,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Mississippi ",15.03,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Missouri ",14.35,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Montana ",11.82,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Nebraska ",12.08,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Nevada ",10.45,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","New Hampshire ",14.03,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","New Jersey ",15.45,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","New Mexico ",11.58,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","New York ",16.06,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","North Carolina ",13.76,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","North Dakota ",12.38,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Ohio ",15.38,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Oklahoma ",14.09,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Oregon ",11.24,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Pennsylvania ",15.45,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Puerto Rico ",18.73,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Rhode Island ",15.66,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","South Carolina ",13.62,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","South Dakota ",11.73,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Tennessee ",15.49,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Texas ",15.66,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Utah ",12.3,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Vermont ",11.84,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Virgin Islands ",NA,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Virginia ",13.64,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Washington ",12.35,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","West Virginia ",14.23,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Wisconsin ",13.52,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Wyoming ",11.11,"Female","2010"
"65 Years and Over","Alzheimer's Disease/Dementia","Unknown ",5.88,"Female","2010"
"65 Years and Over","Arthritis","National ",34.58,"Female","2010"
"65 Years and Over","Arthritis","Alabama ",37.4,"Female","2010"
"65 Years and Over","Arthritis","Alaska ",26.33,"Female","2010"
"65 Years and Over","Arthritis","Arizona ",31.84,"Female","2010"
"65 Years and Over","Arthritis","Arkansas ",32.49,"Female","2010"
"65 Years and Over","Arthritis","California ",34.08,"Female","2010"
"65 Years and Over","Arthritis","Colorado ",31.71,"Female","2010"
"65 Years and Over","Arthritis","Connecticut ",31.91,"Female","2010"
"65 Years and Over","Arthritis","Delaware ",34.83,"Female","2010"
"65 Years and Over","Arthritis","District of Columbia ",32.52,"Female","2010"
"65 Years and Over","Arthritis","Florida ",38.81,"Female","2010"
"65 Years and Over","Arthritis","Georgia ",33.92,"Female","2010"
"65 Years and Over","Arthritis","Hawaii ",20.95,"Female","2010"
"65 Years and Over","Arthritis","Idaho ",31.07,"Female","2010"
"65 Years and Over","Arthritis","Illinois ",36.24,"Female","2010"
"65 Years and Over","Arthritis","Indiana ",34.33,"Female","2010"
"65 Years and Over","Arthritis","Iowa ",29.84,"Female","2010"
"65 Years and Over","Arthritis","Kansas ",32.91,"Female","2010"
"65 Years and Over","Arthritis","Kentucky ",36.61,"Female","2010"
"65 Years and Over","Arthritis","Louisiana ",38.94,"Female","2010"
"65 Years and Over","Arthritis","Maine ",29.76,"Female","2010"
"65 Years and Over","Arthritis","Maryland ",34.61,"Female","2010"
"65 Years and Over","Arthritis","Massachusetts ",32.55,"Female","2010"
"65 Years and Over","Arthritis","Michigan ",35.34,"Female","2010"
"65 Years and Over","Arthritis","Minnesota ",27.13,"Female","2010"
"65 Years and Over","Arthritis","Mississippi ",36.91,"Female","2010"
"65 Years and Over","Arthritis","Missouri ",36.61,"Female","2010"
"65 Years and Over","Arthritis","Montana ",29.49,"Female","2010"
"65 Years and Over","Arthritis","Nebraska ",32,"Female","2010"
"65 Years and Over","Arthritis","Nevada ",28.87,"Female","2010"
"65 Years and Over","Arthritis","New Hampshire ",31.24,"Female","2010"
"65 Years and Over","Arthritis","New Jersey ",36.57,"Female","2010"
"65 Years and Over","Arthritis","New Mexico ",31.63,"Female","2010"
"65 Years and Over","Arthritis","New York ",35.85,"Female","2010"
"65 Years and Over","Arthritis","North Carolina ",31.21,"Female","2010"
"65 Years and Over","Arthritis","North Dakota ",30.49,"Female","2010"
"65 Years and Over","Arthritis","Ohio ",37.7,"Female","2010"
"65 Years and Over","Arthritis","Oklahoma ",37.02,"Female","2010"
"65 Years and Over","Arthritis","Oregon ",26.8,"Female","2010"
"65 Years and Over","Arthritis","Pennsylvania ",37.82,"Female","2010"
"65 Years and Over","Arthritis","Puerto Rico ",41.08,"Female","2010"
"65 Years and Over","Arthritis","Rhode Island ",33.55,"Female","2010"
"65 Years and Over","Arthritis","South Carolina ",33.72,"Female","2010"
"65 Years and Over","Arthritis","South Dakota ",29.26,"Female","2010"
"65 Years and Over","Arthritis","Tennessee ",35.75,"Female","2010"
"65 Years and Over","Arthritis","Texas ",36.67,"Female","2010"
"65 Years and Over","Arthritis","Utah ",32.09,"Female","2010"
"65 Years and Over","Arthritis","Vermont ",29.31,"Female","2010"
"65 Years and Over","Arthritis","Virgin Islands ",14.36,"Female","2010"
"65 Years and Over","Arthritis","Virginia ",32.65,"Female","2010"
"65 Years and Over","Arthritis","Washington ",27.49,"Female","2010"
"65 Years and Over","Arthritis","West Virginia ",36.5,"Female","2010"
"65 Years and Over","Arthritis","Wisconsin ",30.61,"Female","2010"
"65 Years and Over","Arthritis","Wyoming ",26.82,"Female","2010"
"65 Years and Over","Arthritis","Unknown ",11.8,"Female","2010"
"65 Years and Over","Asthma","National ",4.93,"Female","2010"
"65 Years and Over","Asthma","Alabama ",4.76,"Female","2010"
"65 Years and Over","Asthma","Alaska ",4.01,"Female","2010"
"65 Years and Over","Asthma","Arizona ",5.56,"Female","2010"
"65 Years and Over","Asthma","Arkansas ",3.62,"Female","2010"
"65 Years and Over","Asthma","California ",5.55,"Female","2010"
"65 Years and Over","Asthma","Colorado ",4.37,"Female","2010"
"65 Years and Over","Asthma","Connecticut ",5.46,"Female","2010"
"65 Years and Over","Asthma","Delaware ",4.99,"Female","2010"
"65 Years and Over","Asthma","District of Columbia ",NA,"Female","2010"
"65 Years and Over","Asthma","Florida ",5.48,"Female","2010"
"65 Years and Over","Asthma","Georgia ",4.54,"Female","2010"
"65 Years and Over","Asthma","Hawaii ",5.57,"Female","2010"
"65 Years and Over","Asthma","Idaho ",4.38,"Female","2010"
"65 Years and Over","Asthma","Illinois ",4.89,"Female","2010"
"65 Years and Over","Asthma","Indiana ",4.39,"Female","2010"
"65 Years and Over","Asthma","Iowa ",3.25,"Female","2010"
"65 Years and Over","Asthma","Kansas ",3.69,"Female","2010"
"65 Years and Over","Asthma","Kentucky ",4.77,"Female","2010"
"65 Years and Over","Asthma","Louisiana ",4.76,"Female","2010"
"65 Years and Over","Asthma","Maine ",4.43,"Female","2010"
"65 Years and Over","Asthma","Maryland ",4.82,"Female","2010"
"65 Years and Over","Asthma","Massachusetts ",5.47,"Female","2010"
"65 Years and Over","Asthma","Michigan ",5.43,"Female","2010"
"65 Years and Over","Asthma","Minnesota ",3.2,"Female","2010"
"65 Years and Over","Asthma","Mississippi ",4.1,"Female","2010"
"65 Years and Over","Asthma","Missouri ",4.24,"Female","2010"
"65 Years and Over","Asthma","Montana ",3.32,"Female","2010"
"65 Years and Over","Asthma","Nebraska ",3.17,"Female","2010"
"65 Years and Over","Asthma","Nevada ",4.76,"Female","2010"
"65 Years and Over","Asthma","New Hampshire ",4.5,"Female","2010"
"65 Years and Over","Asthma","New Jersey ",5.49,"Female","2010"
"65 Years and Over","Asthma","New Mexico ",5.11,"Female","2010"
"65 Years and Over","Asthma","New York ",5.84,"Female","2010"
"65 Years and Over","Asthma","North Carolina ",4.43,"Female","2010"
"65 Years and Over","Asthma","North Dakota ",3.69,"Female","2010"
"65 Years and Over","Asthma","Ohio ",5.1,"Female","2010"
"65 Years and Over","Asthma","Oklahoma ",4.95,"Female","2010"
"65 Years and Over","Asthma","Oregon ",4.49,"Female","2010"
"65 Years and Over","Asthma","Pennsylvania ",4.75,"Female","2010"
"65 Years and Over","Asthma","Puerto Rico ",9.74,"Female","2010"
"65 Years and Over","Asthma","Rhode Island ",6.7,"Female","2010"
"65 Years and Over","Asthma","South Carolina ",4.76,"Female","2010"
"65 Years and Over","Asthma","South Dakota ",3.42,"Female","2010"
"65 Years and Over","Asthma","Tennessee ",4.42,"Female","2010"
"65 Years and Over","Asthma","Texas ",5.36,"Female","2010"
"65 Years and Over","Asthma","Utah ",4.37,"Female","2010"
"65 Years and Over","Asthma","Vermont ",4.27,"Female","2010"
"65 Years and Over","Asthma","Virgin Islands ",NA,"Female","2010"
"65 Years and Over","Asthma","Virginia ",4.96,"Female","2010"
"65 Years and Over","Asthma","Washington ",4.14,"Female","2010"
"65 Years and Over","Asthma","West Virginia ",4.86,"Female","2010"
"65 Years and Over","Asthma","Wisconsin ",4.32,"Female","2010"
"65 Years and Over","Asthma","Wyoming ",3.16,"Female","2010"
"65 Years and Over","Asthma","Unknown ",1.66,"Female","2010"
"65 Years and Over","Atrial Fibrillation","National ",8.17,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Alabama ",8.12,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Alaska ",6.26,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Arizona ",7.41,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Arkansas ",7.9,"Female","2010"
"65 Years and Over","Atrial Fibrillation","California ",7.44,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Colorado ",6.84,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Connecticut ",10.58,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Delaware ",8.25,"Female","2010"
"65 Years and Over","Atrial Fibrillation","District of Columbia ",NA,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Florida ",8.81,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Georgia ",7.37,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Hawaii ",5.01,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Idaho ",7.63,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Illinois ",8.31,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Indiana ",7.95,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Iowa ",8.35,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Kansas ",8.02,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Kentucky ",8.4,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Louisiana ",8.12,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Maine ",8.69,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Maryland ",7.78,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Massachusetts ",9.91,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Michigan ",8.21,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Minnesota ",8.27,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Mississippi ",7.03,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Missouri ",8.23,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Montana ",7.44,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Nebraska ",8.77,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Nevada ",6.34,"Female","2010"
"65 Years and Over","Atrial Fibrillation","New Hampshire ",8.74,"Female","2010"
"65 Years and Over","Atrial Fibrillation","New Jersey ",9.55,"Female","2010"
"65 Years and Over","Atrial Fibrillation","New Mexico ",5.34,"Female","2010"
"65 Years and Over","Atrial Fibrillation","New York ",8.93,"Female","2010"
"65 Years and Over","Atrial Fibrillation","North Carolina ",7.57,"Female","2010"
"65 Years and Over","Atrial Fibrillation","North Dakota ",7.1,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Ohio ",8.9,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Oklahoma ",7.38,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Oregon ",7.92,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Pennsylvania ",10.07,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Puerto Rico ",2.63,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Rhode Island ",9.79,"Female","2010"
"65 Years and Over","Atrial Fibrillation","South Carolina ",7.38,"Female","2010"
"65 Years and Over","Atrial Fibrillation","South Dakota ",7.74,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Tennessee ",8.06,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Texas ",7.34,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Utah ",7.75,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Vermont ",8.21,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Virgin Islands ",NA,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Virginia ",7.88,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Washington ",8.17,"Female","2010"
"65 Years and Over","Atrial Fibrillation","West Virginia ",8.34,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Wisconsin ",8.39,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Wyoming ",6.35,"Female","2010"
"65 Years and Over","Atrial Fibrillation","Unknown ",2.74,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","National ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Alabama ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Alaska ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Arizona ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Arkansas ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","California ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Colorado ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Connecticut ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Delaware ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","District of Columbia ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Florida ",0,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Georgia ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Hawaii ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Idaho ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Illinois ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Indiana ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Iowa ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Kansas ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Kentucky ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Louisiana ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Maine ",NA,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Maryland ",0,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Massachusetts ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Michigan ",0.01,"Female","2010"
"65 Years and Over","Autism Spectrum Disorders","Minnesota ",NA,"Female","2010"
